,PnL
2025-09-04,-0.06594741717086094
2025-09-05,8.311024104982494
2025-09-08,5.621389800342304
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,7.39197211070659
2025-09-12,3.4363007001670525
2025-09-15,0.6899768189113757
2025-09-16,3.0006823402393556
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-22,0.0
2025-09-23,1.8925137732315278
2025-09-24,2.240381261149622
2025-09-25,-5.605447255664771
2025-09-26,0.537739318417394
2025-09-29,-0.9669905205662843
2025-09-30,0.5814054836123717
2025-10-01,0.7928397426807834
2025-10-02,1.0084331024912956
2025-10-03,-1.7075787639701758
2025-10-06,7.157350144452735
2025-10-07,1.899335290597449
2025-10-08,5.828869605678865
2025-10-09,0.0
2025-10-10,0.0
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,0.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,0.0
2025-10-31,0.0
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-28,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,1.5224762016621582
2025-12-19,4.369016892808901
2025-12-22,3.5732985215630038
2025-12-23,1.3713874122875467
2025-12-24,-1.1062643792310354
2025-12-26,1.0721523103155164
2025-12-29,-1.214262180934952
2025-12-30,0.7932063003063519
2025-12-31,-0.3077786109573566
2026-01-02,3.0145588663248617
2026-01-05,1.8462171980784254
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,0.0
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,0.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.09626519247927945
2026-02-06,8.46844979196456
2026-02-09,8.437234674057109
2026-02-10,-0.717537848246522
2026-02-11,-1.0007190576559708
2026-02-12,8.341581991688193
2026-02-13,0.0
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,0.0
2026-02-23,0.0
2026-02-24,0.0
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,0.0
2026-03-09,0.0
2026-03-10,0.0
2026-03-11,0.0
2026-03-12,0.0
2026-03-13,0.0
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,0.0
2026-03-23,0.0
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,0.0
2026-03-27,0.0
2026-03-30,0.0
2026-03-31,0.0
2026-04-01,0.0
2026-04-02,0.0
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,0.0
2026-04-09,0.0
2026-04-10,0.0
2026-04-13,0.0
2026-04-14,-2.1767620451805954
2026-04-15,1.4412365637842584
2026-04-16,-7.173580513312743
2026-04-17,3.9570811480716372
2026-04-20,5.855353528396989
2026-04-21,-9.440665963865541
2026-04-22,-3.5481700167651695
2026-04-23,0.8870001282762985
2026-04-24,-10.806463319540114
2026-04-27,0.46997310446369056
2026-04-28,11.57218110107678
2026-04-29,-4.956037749263004
2026-04-30,-6.088763757987522
2026-05-01,6.364857146305724
2026-05-04,1.707346593405532
2026-05-05,1.1116956950199892
2026-05-06,-7.58612221556163
2026-05-07,6.73502111511408
2026-05-08,-8.460948002076833
2026-05-11,-0.4476743497557152
2026-05-12,7.177586952812476
2026-05-13,5.443487433882325
2026-05-14,-9.501268103537853
2026-05-15,11.651602355825503
2026-05-18,-0.26621310063640635
2026-05-19,5.74240755321586
2026-05-20,0.0
2026-05-21,0.0
2026-05-22,0.0
2026-05-26,0.0
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,0.0
2026-06-01,0.0
2026-06-02,0.0
2026-06-03,0.0
2026-06-04,25.61268865285058
2026-06-05,17.759631460304323
2026-06-08,0.0
2026-06-09,0.0
2026-06-10,0.0
2026-06-11,0.0
2026-06-12,0.0
2026-06-15,0.0
2026-06-16,0.0
2026-06-17,0.0
2026-06-18,0.0
2026-06-22,0.0
2026-06-23,0.0
2026-06-24,0.0
2026-06-25,0.0
2026-06-26,0.0
2026-06-29,0.0
2026-06-30,0.0
2026-07-01,0.0
2026-07-02,0.0
2026-07-06,0.0
2026-07-07,0.0
2026-07-08,0.0
2026-07-09,0.0
2026-07-10,0.0
2026-07-13,0.0
2026-07-14,0.0
2026-07-15,0.0
2026-07-16,-17.701361318753698
